id,description,question,choices,answer
b4acc3,A set of overlapping cerulean circles,What shape is primarily featured?,"['circles', 'squares', 'triangles', 'rectangles']",circles
b4acc3,A set of overlapping cerulean circles,Are the shapes overlapping?,"['no', 'yes']",yes
b4acc3,A set of overlapping cerulean circles,What color are the circles?,"['red', 'green', 'blue', 'cerulean']",cerulean
b4acc3,A set of overlapping cerulean circles,Is there a single square in the image?,"['no', 'yes']",no
03ff5b,An emerald green spiral staircase,What item is depicted?,"['a chair', 'a table', 'a staircase', 'a door']",a staircase
03ff5b,An emerald green spiral staircase,What color is the staircase?,"['red', 'blue', 'emerald green', 'yellow']",emerald green
03ff5b,An emerald green spiral staircase,Is the staircase straight?,"['no', 'yes']",no
03ff5b,An emerald green spiral staircase,Does the staircase have a spiral shape?,"['no', 'yes']",yes
8ef84c,Yellow and black hexagonal grid,What shapes form the grid?,"['squares', 'circles', 'triangles', 'hexagons']",hexagons
8ef84c,Yellow and black hexagonal grid,What colors are used in the grid?,"['red and blue', 'yellow and black', 'green and white', 'purple and orange']",yellow and black
8ef84c,Yellow and black hexagonal grid,Is the grid made of circles?,"['no', 'yes']",no
8ef84c,Yellow and black hexagonal grid,Is the grid hexagonal?,"['no', 'yes']",yes
07239e,A silver sphere on a red pedestal,What shape is the object on the pedestal?,"['cube', 'pyramid', 'sphere', 'cylinder']",sphere
07239e,A silver sphere on a red pedestal,What color is the sphere?,"['gold', 'silver', 'bronze', 'platinum']",silver
07239e,A silver sphere on a red pedestal,What color is the pedestal?,"['blue', 'green', 'red', 'yellow']",red
07239e,A silver sphere on a red pedestal,Is the sphere located under the pedestal?,"['no', 'yes']",no
7d1b90,Pink zigzag lines on a blue background,What shape are the lines?,"['straight', 'wavy', 'zigzag', 'curved']",zigzag
7d1b90,Pink zigzag lines on a blue background,What color are the lines?,"['red', 'pink', 'purple', 'orange']",pink
7d1b90,Pink zigzag lines on a blue background,What color is the background?,"['green', 'blue', 'yellow', 'black']",blue
7d1b90,Pink zigzag lines on a blue background,Are the lines straight?,"['no', 'yes']",no
4ac74a,A brown wooden texture with knots,What material is depicted?,"['stone', 'metal', 'plastic', 'wood']",wood
4ac74a,A brown wooden texture with knots,Does the texture include knots?,"['no', 'yes']",yes
4ac74a,A brown wooden texture with knots,What color is the texture?,"['brown', 'gray', 'black', 'white']",brown
4ac74a,A brown wooden texture with knots,Is the texture smooth?,"['no', 'yes']",no
93c756,Overlapping violet squares,What shape is primarily featured?,"['circles', 'squares', 'triangles', 'rectangles']",squares
93c756,Overlapping violet squares,Are the shapes overlapping?,"['no', 'yes']",yes
93c756,Overlapping violet squares,What color are the squares?,"['red', 'blue', 'green', 'violet']",violet
93c756,Overlapping violet squares,Are the shapes circles?,"['no', 'yes']",no
3b8d1b,A golden toroid,What shape is depicted?,"['sphere', 'cube', 'cylinder', 'toroid']",toroid
3b8d1b,A golden toroid,What color is the toroid?,"['silver', 'bronze', 'golden', 'platinum']",golden
3b8d1b,A golden toroid,Is the shape a cube?,"['no', 'yes']",no
3b8d1b,A golden toroid,Is the object golden?,"['no', 'yes']",yes
12c21a,Cyan triangular pattern,What shape is the main feature of the pattern?,"['squares', 'circles', 'triangles', 'rectangles']",triangles
12c21a,Cyan triangular pattern,What color is the pattern?,"['red', 'magenta', 'cyan', 'yellow']",cyan
12c21a,Cyan triangular pattern,Is the pattern made of circles?,"['no', 'yes']",no
12c21a,Cyan triangular pattern,Is the pattern triangular?,"['no', 'yes']",yes
7387bc,Orange wavy lines,What shape are the lines?,"['straight', 'zigzag', 'curved', 'wavy']",wavy
7387bc,Orange wavy lines,What color are the lines?,"['red', 'orange', 'yellow', 'brown']",orange
7387bc,Orange wavy lines,Are the lines straight?,"['no', 'yes']",no
7387bc,Orange wavy lines,Are there any squares in the image?,"['no', 'yes']",no
3b2424,A bright yellow sun in a clear blue sky.,What color is the sun?,"['red', 'yellow', 'green', 'blue']",yellow
3b2424,A bright yellow sun in a clear blue sky.,What is the main object depicted?,"['moon', 'star', 'sun', 'cloud']",sun
3b2424,A bright yellow sun in a clear blue sky.,Is the sky blue?,"['no', 'yes']",yes
3b2424,A bright yellow sun in a clear blue sky.,Is there a forest in the image?,"['no', 'yes']",no
5fd7ef,Red and blue intertwined spirals.,What colors are the spirals?,"['green and yellow', 'red and blue', 'black and white', 'purple and orange']",red and blue
5fd7ef,Red and blue intertwined spirals.,What shape are the forms?,"['circles', 'squares', 'spirals', 'triangles']",spirals
5fd7ef,Red and blue intertwined spirals.,Are the spirals intertwined?,"['no', 'yes']",yes
5fd7ef,Red and blue intertwined spirals.,Are there any squares in the image?,"['no', 'yes']",no
79f3ec,A silver sphere reflecting a green landscape.,What color is the sphere?,"['gold', 'silver', 'bronze', 'copper']",silver
79f3ec,A silver sphere reflecting a green landscape.,What is the sphere reflecting?,"['cityscape', 'desert', 'green landscape', 'ocean']",green landscape
79f3ec,A silver sphere reflecting a green landscape.,Is the sphere reflecting something?,"['no', 'yes']",yes
79f3ec,A silver sphere reflecting a green landscape.,Is the sphere red?,"['no', 'yes']",no
991257,A brown wooden table with a single white ceramic vase.,What color is the vase?,"['blue', 'red', 'white', 'yellow']",white
991257,A brown wooden table with a single white ceramic vase.,What material is the table made of?,"['metal', 'plastic', 'stone', 'wood']",wood
991257,A brown wooden table with a single white ceramic vase.,Is there a vase on the table?,"['no', 'yes']",yes
991257,A brown wooden table with a single white ceramic vase.,Are there multiple vases?,"['no', 'yes']",no
192248,Pink and orange striped wallpaper.,What colors are the stripes?,"['blue and green', 'pink and orange', 'red and white', 'yellow and purple']",pink and orange
192248,Pink and orange striped wallpaper.,What pattern is on the wallpaper?,"['checkered', 'polka dot', 'solid', 'striped']",striped
192248,Pink and orange striped wallpaper.,Is the wallpaper striped?,"['no', 'yes']",yes
192248,Pink and orange striped wallpaper.,Is the wallpaper solid blue?,"['no', 'yes']",no
54c521,A dark gray bridge over a calm river at night.,What time of day is depicted?,"['dawn', 'day', 'dusk', 'night']",night
54c521,A dark gray bridge over a calm river at night.,What is the bridge over?,"['canyon', 'road', 'river', 'valley']",river
54c521,A dark gray bridge over a calm river at night.,Is there a bridge in the image?,"['no', 'yes']",yes
54c521,A dark gray bridge over a calm river at night.,Is the river turbulent?,"['no', 'yes']",no
2e75a4,Overlapping teal and purple circles.,What shape are the forms?,"['squares', 'circles', 'triangles', 'rectangles']",circles
2e75a4,Overlapping teal and purple circles.,What colors are present?,"['red and blue', 'green and yellow', 'teal and purple', 'black and white']",teal and purple
2e75a4,Overlapping teal and purple circles.,Are the circles overlapping?,"['no', 'yes']",yes
2e75a4,Overlapping teal and purple circles.,Are the shapes squares?,"['no', 'yes']",no
15b141,A metallic gold cube on a black surface.,What color is the cube?,"['bronze', 'gold', 'platinum', 'silver']",gold
15b141,A metallic gold cube on a black surface.,What shape is the gold object?,"['sphere', 'cylinder', 'pyramid', 'cube']",cube
15b141,A metallic gold cube on a black surface.,Is the cube on a black surface?,"['no', 'yes']",yes
15b141,A metallic gold cube on a black surface.,Is the cube red?,"['no', 'yes']",no
952fb6,A white fluffy cloud in a gradient sky (from light blue to pink).,What color is the cloud?,"['gray', 'white', 'black', 'blue']",white
952fb6,A white fluffy cloud in a gradient sky (from light blue to pink).,What is in the sky?,"['airplane', 'birds', 'cloud', 'moon']",cloud
952fb6,A white fluffy cloud in a gradient sky (from light blue to pink).,Is the cloud fluffy?,"['no', 'yes']",yes
952fb6,A white fluffy cloud in a gradient sky (from light blue to pink).,Is the sky uniformly red?,"['no', 'yes']",no
c735dd,A simple orange line drawing of a cat.,What color is the drawing?,"['blue', 'green', 'orange', 'purple']",orange
c735dd,A simple orange line drawing of a cat.,What animal is drawn?,"['dog', 'cat', 'bird', 'fish']",cat
c735dd,A simple orange line drawing of a cat.,Is the drawing a line drawing?,"['no', 'yes']",yes
c735dd,A simple orange line drawing of a cat.,Is the drawing complex?,"['no', 'yes']",no
6dc951,a field of golden sunflowers under a blue sky,What color are the sunflowers?,"['blue', 'golden', 'red', 'white']",golden
6dc951,a field of golden sunflowers under a blue sky,Is there a field in the image?,"['no', 'yes']",yes
6dc951,a field of golden sunflowers under a blue sky,What color is the sky?,"['blue', 'gray', 'green', 'orange']",blue
6dc951,a field of golden sunflowers under a blue sky,Is there a forest in the image?,"['no', 'yes']",no
ef6223,stacked purple cubes,What shape are the objects?,"['circles', 'cubes', 'spheres', 'triangles']",cubes
ef6223,stacked purple cubes,Are the cubes stacked?,"['no', 'yes']",yes
ef6223,stacked purple cubes,What color are the cubes?,"['blue', 'green', 'purple', 'red']",purple
ef6223,stacked purple cubes,Are there any cylinders in the image?,"['no', 'yes']",no
1be6dd,a red balloon floating in a white room,What is the color of the balloon?,"['blue', 'green', 'red', 'yellow']",red
1be6dd,a red balloon floating in a white room,Is there a balloon in the image?,"['no', 'yes']",yes
1be6dd,a red balloon floating in a white room,Where is the balloon floating?,"['outside', 'underwater', 'in a room', 'on a table']",in a room
1be6dd,a red balloon floating in a white room,Is the room black?,"['no', 'yes']",no
fac223,green waves on a black background,What color are the waves?,"['blue', 'green', 'red', 'yellow']",green
fac223,green waves on a black background,Is the background white?,"['no', 'yes']",no
fac223,green waves on a black background,What is on the black background?,"['circles', 'squares', 'waves', 'lines']",waves
fac223,green waves on a black background,Are the waves red?,"['no', 'yes']",no
b0dfb9,a checkered pattern in orange and black,What type of pattern is shown?,"['striped', 'polka dot', 'checkered', 'floral']",checkered
b0dfb9,a checkered pattern in orange and black,Is purple part of the pattern?,"['no', 'yes']",no
b0dfb9,a checkered pattern in orange and black,What are the colors in the pattern?,"['blue and white', 'green and yellow', 'orange and black', 'red and green']",orange and black
b0dfb9,a checkered pattern in orange and black,Is the pattern solid?,"['no', 'yes']",no
d020f5,three yellow stars,How many stars are there?,"['one', 'two', 'three', 'four']",three
d020f5,three yellow stars,Are the shapes circles?,"['no', 'yes']",no
d020f5,three yellow stars,What color are the stars?,"['blue', 'green', 'red', 'yellow']",yellow
d020f5,three yellow stars,Are there five stars?,"['no', 'yes']",no
572ae5,a blue river flowing through a desert,What body of water is depicted?,"['lake', 'ocean', 'river', 'stream']",river
572ae5,a blue river flowing through a desert,Is the river blue?,"['no', 'yes']",yes
572ae5,a blue river flowing through a desert,What landscape is the river flowing through?,"['forest', 'mountains', 'desert', 'plain']",desert
572ae5,a blue river flowing through a desert,Is the river red?,"['no', 'yes']",no
940a00,a pink flower with a green stem,What is the color of the flower?,"['blue', 'green', 'pink', 'yellow']",pink
940a00,a pink flower with a green stem,Does the flower have a stem?,"['no', 'yes']",yes
940a00,a pink flower with a green stem,What color is the stem?,"['black', 'blue', 'green', 'white']",green
940a00,a pink flower with a green stem,Is the flower orange?,"['no', 'yes']",no
b6311e,a gray circle inside a larger black square,What shape is the outer object?,"['circle', 'rectangle', 'square', 'triangle']",square
b6311e,a gray circle inside a larger black square,Is there a circle in the image?,"['no', 'yes']",yes
b6311e,a gray circle inside a larger black square,What color is the square?,"['gray', 'black', 'white', 'red']",black
b6311e,a gray circle inside a larger black square,Is the circle green?,"['no', 'yes']",no
e325bd,intersecting orange lines,What shapes are depicted?,"['circles', 'lines', 'squares', 'triangles']",lines
e325bd,intersecting orange lines,Are the lines blue?,"['no', 'yes']",no
e325bd,intersecting orange lines,What color are the lines?,"['blue', 'green', 'orange', 'red']",orange
e325bd,intersecting orange lines,Are the lines parallel?,"['no', 'yes']",no
f65342,A vibrant coral reef with colorful fish.,What is the main setting of the image?,"['desert', 'forest', 'ocean', 'mountain']",ocean
f65342,A vibrant coral reef with colorful fish.,Are there fish in the image?,"['no', 'yes']",yes
f65342,A vibrant coral reef with colorful fish.,How is the coral reef described?,"['barren', 'dark', 'monochromatic', 'vibrant']",vibrant
f65342,A vibrant coral reef with colorful fish.,What type of marine environment is depicted?,"['kelp forest', 'mangrove swamp', 'coral reef', 'deep sea trench']",coral reef
dc093c,A minimalist abstract with black and white geometric shapes.,What style of art is depicted?,"['realism', 'impressionism', 'abstract', 'surrealism']",abstract
